,yield
2013-11-24 00:00:00,0
2013-11-24 02:00:00,0
2013-11-24 04:00:00,0
2013-11-24 06:00:00,0
2013-11-24 08:00:00,0
2013-11-24 10:00:00,0
2013-11-24 12:00:00,0
2013-11-24 14:00:00,0
2013-11-24 16:00:00,0
2013-11-24 18:00:00,0
2013-11-24 20:00:00,0
2013-11-24 22:00:00,0
2013-11-25 00:00:00,0
2013-11-25 02:00:00,0
2013-11-25 04:00:00,0
2013-11-25 06:00:00,0
2013-11-25 08:00:00,0
2013-11-25 10:00:00,0
2013-11-25 12:00:00,0
2013-11-25 14:00:00,0
2013-11-25 16:00:00,0
2013-11-25 18:00:00,0
2013-11-25 20:00:00,0
2013-11-25 22:00:00,0
2013-11-26 00:00:00,0
2013-11-26 02:00:00,0
2013-11-26 04:00:00,0
2013-11-26 06:00:00,0
2013-11-26 08:00:00,0
2013-11-26 10:00:00,0
2013-11-26 12:00:00,0
2013-11-26 14:00:00,0
2013-11-26 16:00:00,0
2013-11-26 18:00:00,0
2013-11-26 20:00:00,0
2013-11-26 22:00:00,0
2013-11-27 00:00:00,0
2013-11-27 02:00:00,0
2013-11-27 04:00:00,0
2013-11-27 06:00:00,0
2013-11-27 08:00:00,0
2013-11-27 10:00:00,0
2013-11-27 12:00:00,0
2013-11-27 14:00:00,0
2013-11-27 16:00:00,0
2013-11-27 18:00:00,0
2013-11-27 20:00:00,0
2013-11-27 22:00:00,0
2013-12-14 00:00:00,0.000254920162025277
2013-12-14 02:00:00,5.63799378103108e-06
2013-12-14 04:00:00,2.30571687810494e-05
2013-12-14 06:00:00,0.0019613228961288
2013-12-14 08:00:00,0.000645871236452863
2013-12-14 10:00:00,0.00014008069170966
2013-12-14 12:00:00,0.00104722341171247
2013-12-14 14:00:00,0.0014825359202194
2013-12-14 16:00:00,0.000414697826177779
2013-12-14 18:00:00,0.000604038507973397
2013-12-14 20:00:00,0.000105862161503604
2013-12-14 22:00:00,0.000212368775205285
2013-12-15 00:00:00,5.00801281223265e-05
2013-12-15 02:00:00,0.490258616704582
2013-12-15 04:00:00,0.0275384092818727
2013-12-15 06:00:00,4.39834168723827e-05
2013-12-15 08:00:00,3.70157468724291e-05
2013-12-15 10:00:00,0.000177094945830414
2013-12-15 12:00:00,2.68952348374127e-05
2013-12-15 14:00:00,0.00111472271483742
2013-12-15 16:00:00,0.000133730569956864
2013-12-15 18:00:00,6.44369035574244e-07
2013-12-15 20:00:00,1.57631117558871e-06
